Campaign Number,Name,Start Date,End Date,Channel,Client,Street,City,State,State,Country,Zip,Email,Phone,Contact,Gender,Age,Location,Views,Likes,Clicks,Conversions,CR,Expense,Executive
305,Campaign 305,2023-07-03,2023-07-18,YouTube,Jones|Miranda|Martin,45011 Marc Roads Apt. 548,Johnsonbury,NJ,New Jersey,USA,40892,kristenhoward@yahoo.com,+5580039387927,Christine Barnes,Female,60+,USA,67940,8130,2140,913,0.01344,18403.61,Thomas Ryan
306,Campaign 306,2023-04-24,2023-04-28,TikTok,Bush|Mendez|Smith,791 Darryl Squares Suite 934,Holdenport,OH,Ohio,USA,41129,churchtimothy@yahoo.com,+3253375294169,Patrick Williams,,18-40,Australia,27943,5896,4699,704,0.02519,9322.49,Brandon Townsend Jr.
307,Campaign 307,2023-08-10,2023-08-23,Facebook,Gray Ltd,Unit 4555 Box 7398,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,owenmelinda@yahoo.com,+1728597837,Mark Long,Male,40-60,USA,83245,6240,1470,285,0.00342,18078.17,Jesus Rivera
308,Campaign 308,2023-10-05,2023-10-24,Instagram,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,,13-19,India,73576,4916,2143,194,0.00264,18799.43,Lauren Riggs
309,Campaign 309,2023-02-07,2023-03-05,TikTok,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,Male,18-40,UK,81806,4085,742,887,0.01084,8596.07,Thomas Ryan
310,Campaign 310,2023-05-02,2023-05-29,Email,Gray Ltd,Unit 4555 Box 7398,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,owenmelinda@yahoo.com,+1728597837,Mark Long,Male,60+,USA,23729,3829,4405,698,0.02942,12131.43,Jesus Rivera
311,Campaign 311,2023-10-19,2023-11-06,Email,Weaver|Garner|Ramos,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,Kentucky,USA,52632,oscott@gmail.com,+4989787718501,Melinda Johnston,Female,40-60,Canada,55453,2279,2984,251,0.00453,23522.39,Brandon Townsend Jr.
312,Campaign 312,2023-02-22,2023-03-11,Instagram,Rowe|Morse|Morgan,247 Young Spur,North Jacobview,WI,Wisconsin,USA,24275,hstafford@yahoo.com,+9344111363,Destiny Atkins,Female,18-40,Japan,99807,3394,489,59,0.00059,21483.7,Becky Brown
313,Campaign 313,2023-07-20,2023-08-19,Facebook,Gray Ltd,Unit 4555 Box 7398,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,owenmelinda@yahoo.com,+1728597837,Mark Long,,40-60,USA,55546,6515,4100,17,0.00031,45123.25,Jesus Rivera
314,Campaign 314,2023-08-13,2023-09-10,TikTok,Ruiz|Cox|Meyer,5058 Frank Locks,Blackmouth,MI,Michigan,USA,07896,vjohnson@yahoo.com,+4875323908871,Anne Davis,Female,40-60,Europe,76967,1271,2908,707,0.00919,19850.01,Aaron Faulkner
315,Campaign 315,2023-02-07,2023-02-15,YouTube,Morris|Johnson|Anderson,065 John Street,West Adamchester,NV,Nevada,USA,72944,johnsondonald@meyer.com,+32261892539220,Sandy Mathis,,13-19,UK,63818,5083,1065,929,0.01456,36978.25,Kyle Serrano
316,Campaign 316,2023-06-18,2023-06-22,Instagram,Roberts|Howe,64572 Dawn Forges Suite 455,South Samantha,PA,Pennsylvania,USA,33248,mckenziebrandon@allen.biz,+6985917266697,Robert Mcintosh,Male,60+,UK,29086,8795,1814,822,0.02826,21713.61,Brandon Townsend Jr.
317,Campaign 317,2023-08-23,2023-08-24,Email,Reed|Johnson,01161 Mcintyre Burg,Robinsonport,CO,Colorado,USA,51964,stacy50@bates-martin.com,+15223213506854,John Terrell,,40-60,Europe,89148,772,4576,794,0.00891,27686.76,Becky Brown
318,Campaign 318,2023-11-23,2023-12-06,Email,Parker|Velasquez|Dixon,33302 Fuller Lakes,West Christopher,MH,Marshall Islands,USA,17095,hutchinsonmary@gmail.com,+4704867194830,Brian George,Male,60+,Europe,10599,7566,4261,237,0.02236,4692.45,Aaron Faulkner
319,Campaign 319,2023-06-20,2023-07-13,YouTube,Morris|Johnson|Anderson,065 John Street,West Adamchester,NV,Nevada,USA,72944,johnsondonald@meyer.com,+32261892539220,Sandy Mathis,Male,60+,India,55478,4716,2943,440,0.00793,23539.15,Kyle Serrano
320,Campaign 320,2023-10-14,2023-10-27,YouTube,Holmes|Johnson|Rodriguez,USCGC Erickson,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,polsen@alexander-smith.net,+1479099839029817,Anne Foley,Male,60+,Europe,28659,5530,542,864,0.03015,25249.59,Wesley Simon
321,Campaign 321,2023-06-08,2023-07-05,Email,Gray Ltd,Unit 4555 Box 7398,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,owenmelinda@yahoo.com,+1728597837,Mark Long,Male,18-40,India,44011,4099,4775,601,0.01366,17351.1,Jesus Rivera
322,Campaign 322,2023-02-05,2023-02-12,Instagram,Valentine|Dunn,723 Julia Burg,Bartonhaven,VT,Vermont,USA,86914,gharrington@yahoo.com,+5835472748,Nathan May,Female,40-60,Europe,45671,3488,3591,12,0.00026,18384.96,Melissa Haynes
323,Campaign 323,2023-11-29,2023-12-17,Email,Reyes|Rios,49937 Christopher Unions,Gutierrezmouth,MI,Michigan,USA,13751,cunninghamjerry@gmail.com,+1463956594400079,Eric Davis,,18-40,India,46579,4273,4777,712,0.01529,31332.02,Wesley Simon
324,Campaign 324,2023-01-28,2023-02-02,YouTube,Edwards LLC,123 Amanda Summit,Lake Marietown,IL,Illinois,USA,81773,tinamckay@sharp-smith.com,+506912217980069,Matthew Davis,Female,60+,India,60646,9488,3052,295,0.00486,32056.49,Melissa Haynes
325,Campaign 325,2023-05-09,2023-05-10,Facebook,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,,60+,Europe,90907,6692,3219,299,0.00329,11141.95,Lauren Riggs
326,Campaign 326,2023-08-07,2023-09-02,Email,Reyes|Rios,49937 Christopher Unions,Gutierrezmouth,MI,Michigan,USA,13751,cunninghamjerry@gmail.com,+1463956594400079,Eric Davis,,18-40,Japan,87703,8204,4645,887,0.01011,12946.83,Wesley Simon
327,Campaign 327,2023-08-30,2023-09-21,Email,Wall|Cruz,7470 Harris Roads Suite 137,Brookefort,MP,Northern Mariana Islands,USA,32507,davidponce@turner-copeland.com,+53982372697824,Robert Cruz,,40-60,UK,60789,1031,3978,203,0.00334,49281.33,Becky Brown
328,Campaign 328,2023-12-19,2024-01-06,YouTube,Cooper|Alexander,01438 Kristin Fords Apt. 626,Port Paula,WA,Washington,USA,20979,gchavez@yang.com,+2844015003,Alexandria Hansen,Male,40-60,USA,66048,2876,4524,845,0.01279,6571.8,Thomas Ryan
329,Campaign 329,2023-05-15,2023-06-14,Email,Jackson Inc,96299 Miller Spur,Jensenfurt,CA,California,USA,97794,jeremy09@yahoo.com,+5576707467238,Karen Rivers,Male,18-40,UK,96490,2899,939,139,0.00144,26033.35,Thomas Ryan
330,Campaign 330,2023-10-06,2023-10-30,Facebook,Valentine|Dunn,723 Julia Burg,Bartonhaven,VT,Vermont,USA,86914,gharrington@yahoo.com,+5835472748,Nathan May,,60+,USA,50549,4308,3785,544,0.01076,49886.09,Melissa Haynes
331,Campaign 331,2023-12-21,2024-01-14,YouTube,Cohen|Williams|Hess,93243 Lee Loop Apt. 832,North Jonathanland,MP,Northern Mariana Islands,USA,43605,shawn39@gmail.com,+314858550923447,Mr. Nicholas Ramirez,Male,18-40,India,58419,2128,2907,555,0.00950,24439.4,Jesus Rivera
332,Campaign 332,2023-11-15,2023-11-19,YouTube,Thomas|Proctor,820 Butler Streets Suite 875,North Denisehaven,WV,West Virginia,USA,66736,brownmario@leonard.com,+3718900231,Angela Moore,,60+,UK,93232,7885,1113,376,0.00403,31124.41,Wesley Simon
333,Campaign 333,2023-09-27,2023-10-23,YouTube,Mcbride|Finley,438 Brent Roads Apt. 855,Tylerburgh,NY,New York,USA,69473,mcclainhannah@jensen-gilbert.com,+8564145259269,Michael Freeman,Female,60+,UK,29410,6925,1174,891,0.03030,37983.27,Jesus Rivera
334,Campaign 334,2023-02-15,2023-02-24,TikTok,Griffin Inc,Unit 3822 Box 8338,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,dixonamber@hotmail.com,+880002060856308,Theodore Murphy,,18-40,India,93255,8429,3795,343,0.00368,34587.26,Brandon Townsend Jr.
335,Campaign 335,2023-02-10,2023-03-11,YouTube,Valentine|Dunn,723 Julia Burg,Bartonhaven,VT,Vermont,USA,86914,gharrington@yahoo.com,+5835472748,Nathan May,Female,18-40,UK,19199,2624,4596,733,0.03818,23198.06,Melissa Haynes
336,Campaign 336,2023-11-16,2023-11-28,YouTube,Ross Group,2397 Allison Knolls Suite 213,Jacksonside,WV,West Virginia,USA,58803,kristopher99@romero.org,+184424524870945,Lauren Graham,Male,60+,Japan,94024,1269,4898,155,0.00165,6315.92,Brandon Townsend Jr.
337,Campaign 337,2023-04-16,2023-05-16,Facebook,White Ltd,172 Angela Crescent Apt. 306,North Laura,HI,Hawaii,USA,69094,jeremy56@gmail.com,+3201853187395,Nathan Weber,Female,18-40,Canada,90479,2367,4808,959,0.01060,698.24,Jesus Rivera
338,Campaign 338,2023-07-20,2023-07-25,Facebook,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,,18-40,USA,45324,5959,3581,457,0.01008,7528.01,Brandon Townsend Jr.
339,Campaign 339,2023-02-10,2023-02-11,Facebook,Cohen|Williams|Hess,93243 Lee Loop Apt. 832,North Jonathanland,MP,Northern Mariana Islands,USA,43605,shawn39@gmail.com,+314858550923447,Mr. Nicholas Ramirez,Female,18-40,Europe,27111,2477,2521,990,0.03652,28375.26,Jesus Rivera
340,Campaign 340,2023-05-25,2023-06-24,Email,Jackson Inc,96299 Miller Spur,Jensenfurt,CA,California,USA,97794,jeremy09@yahoo.com,+5576707467238,Karen Rivers,Female,40-60,India,34553,2001,3205,419,0.01213,36749.69,Thomas Ryan
341,Campaign 341,2023-02-06,2023-03-04,Instagram,Jones LLC,89103 Jennings Cape Suite 740,South Dianafort,FL,Florida,USA,68504,norrisjames@pearson-burton.biz,+36395706167906,Danielle Hernandez,Female,40-60,Australia,62065,6285,1515,854,0.01376,32671.28,Aaron Faulkner
342,Campaign 342,2023-07-11,2023-07-16,TikTok,Wade PLC,3571 Harvey Centers,Ronaldfurt,NY,New York,USA,35589,nhall@hotmail.com,+3305264186670,Lacey Crane,Female,18-40,UK,74991,9053,3267,585,0.00780,39089.76,Lauren Riggs
343,Campaign 343,2023-07-26,2023-08-02,YouTube,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,Male,18-40,LATAM,1227,9205,3710,144,0.11736,34556.03,Wesley Simon
344,Campaign 344,2023-11-22,2023-12-18,Facebook,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,,40-60,Japan,40577,9454,2720,346,0.00853,43924.28,Brandon Townsend Jr.
345,Campaign 345,2023-11-13,2023-11-20,Email,Weaver|Hoover,050 Andrews Green,North Renee,VT,Vermont,USA,22014,jacqueline32@dominguez.biz,+5741894981166,Kathy Mahoney,,60+,LATAM,77919,1689,2509,736,0.00945,10345.35,Brandon Townsend Jr.
346,Campaign 346,2023-04-06,2023-05-04,YouTube,Wade PLC,3571 Harvey Centers,Ronaldfurt,NY,New York,USA,35589,nhall@hotmail.com,+3305264186670,Lacey Crane,,40-60,India,13936,9723,3815,735,0.05274,45860.88,Lauren Riggs
347,Campaign 347,2023-10-23,2023-11-13,Instagram,Thomas|Proctor,820 Butler Streets Suite 875,North Denisehaven,WV,West Virginia,USA,66736,brownmario@leonard.com,+3718900231,Angela Moore,,60+,Australia,39609,6236,2702,76,0.00192,32263.84,Wesley Simon
348,Campaign 348,2023-10-07,2023-10-18,Instagram,Morris|Johnson|Anderson,065 John Street,West Adamchester,NV,Nevada,USA,72944,johnsondonald@meyer.com,+32261892539220,Sandy Mathis,,18-40,UK,78985,6122,2808,231,0.00292,1609.43,Kyle Serrano
349,Campaign 349,2023-04-28,2023-05-26,TikTok,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,Female,60+,UK,84692,4443,1950,636,0.00751,22204.98,Michael Camacho
350,Campaign 350,2023-03-03,2023-03-11,Facebook,Daniels Group,567 Jill Motorway,Sarabury,GU,Guam,USA,20455,michael10@gmail.com,+6445688783,Annette Rice,,60+,Europe,71367,7691,2030,324,0.00454,46223.77,Wesley Simon
351,Campaign 351,2023-08-05,2023-08-11,TikTok,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,Male,60+,LATAM,6660,6973,1346,670,0.10060,31853.68,Aaron Faulkner
352,Campaign 352,2023-11-21,2023-12-13,YouTube,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,Male,40-60,USA,30850,9090,2787,175,0.00567,40566.54,Aaron Faulkner
353,Campaign 353,2023-07-29,2023-08-18,Email,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,Female,60+,USA,39837,825,2261,798,0.02003,1039.71,Thomas Ryan
354,Campaign 354,2023-06-01,2023-06-28,TikTok,Ramos|Gomez|Garcia,PSC 8675,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,huntdavid@orr.info,+9348330793693,Eric Harrison,Female,40-60,Europe,5248,3951,1472,610,0.11623,26243.22,Kyle Serrano
355,Campaign 355,2023-10-03,2023-10-11,Email,Roberts|Howe,64572 Dawn Forges Suite 455,South Samantha,PA,Pennsylvania,USA,33248,mckenziebrandon@allen.biz,+6985917266697,Robert Mcintosh,Female,18-40,Canada,82370,6297,2581,524,0.00636,10418.8,Brandon Townsend Jr.
356,Campaign 356,2023-05-27,2023-06-05,Instagram,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,,40-60,India,19701,7102,3424,430,0.02183,28023.81,Thomas Ryan
357,Campaign 357,2023-08-09,2023-08-23,Instagram,Wall|Cruz,7470 Harris Roads Suite 137,Brookefort,MP,Northern Mariana Islands,USA,32507,davidponce@turner-copeland.com,+53982372697824,Robert Cruz,Female,18-40,USA,46745,2937,3576,236,0.00505,2764.85,Becky Brown
358,Campaign 358,2023-12-02,2024-01-01,TikTok,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,,13-19,India,41510,3388,2783,190,0.00458,30707.14,Michael Camacho
359,Campaign 359,2023-06-27,2023-07-15,TikTok,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,,40-60,Australia,54038,4575,94,915,0.01693,25592.96,Brandon Townsend Jr.
360,Campaign 360,2023-07-25,2023-08-05,YouTube,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,Female,60+,Australia,44029,7668,3668,199,0.00452,16850.43,Wesley Simon
361,Campaign 361,2023-03-12,2023-04-05,Instagram,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,Male,18-40,India,34677,5259,573,615,0.01774,42692.31,Jesus Rivera
362,Campaign 362,2023-09-22,2023-10-06,Facebook,Salinas|Rodriguez|Bowman,04604 Davidson Underpass Apt. 439,Lake Tiffany,DC,District of Columbia,USA,35416,gutierrezjames@yahoo.com,+155494860860863,Laura Caldwell,Male,18-40,Canada,55335,4187,380,254,0.00459,15784.02,Thomas Ryan
363,Campaign 363,2023-06-19,2023-07-10,Instagram,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,,60+,Canada,12334,4312,4502,356,0.02886,40403.04,Thomas Ryan
364,Campaign 364,2023-09-10,2023-10-09,YouTube,Edwards|Hoover,86879 Carol Cove,North Evanton,MT,Montana,USA,25565,bryantmichelle@rocha.com,+941072187124451,Erika Owens,Female,18-40,UK,63075,3730,2620,891,0.01413,2350.25,Melissa Haynes
365,Campaign 365,2023-08-19,2023-09-15,Email,Reyes|Rios,49937 Christopher Unions,Gutierrezmouth,MI,Michigan,USA,13751,cunninghamjerry@gmail.com,+1463956594400079,Eric Davis,Female,18-40,Japan,79399,2399,2350,333,0.00419,36159.01,Wesley Simon
366,Campaign 366,2023-03-04,2023-03-10,Email,Roberts|Howe,64572 Dawn Forges Suite 455,South Samantha,PA,Pennsylvania,USA,33248,mckenziebrandon@allen.biz,+6985917266697,Robert Mcintosh,,13-19,LATAM,57120,6187,2724,679,0.01189,40100.6,Brandon Townsend Jr.
367,Campaign 367,2023-09-11,2023-09-17,Instagram,Harmon Inc,3532 Carla Spurs Suite 631,East Susanside,VA,Virginia,USA,63110,steven77@miller.com,+1293472414472086,Heidi Black,,13-19,India,59323,6162,4979,927,0.01563,30465.95,Kyle Serrano
368,Campaign 368,2023-01-21,2023-02-04,Facebook,Vaughan Group,PSC 0937,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,baldwinhailey@klein-fitzgerald.com,+1349058667435806,Ashley Carter,Female,18-40,India,5176,2802,461,458,0.08849,23154.7,Jesus Rivera
369,Campaign 369,2023-02-14,2023-02-23,YouTube,Anderson Inc,Unit 0015 Box 7678,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,jgomez@gmail.com,+3584216618006,Morgan Gross,,40-60,Europe,39910,1220,2062,777,0.01947,32712.56,Thomas Ryan
370,Campaign 370,2023-01-15,2023-01-27,Facebook,Walter Ltd,591 Gallegos Shore,East Jennifer,VT,Vermont,USA,67675,gravessusan@gonzalez.com,+4034303913,Sarah Warren,,18-40,Canada,93626,8744,4045,668,0.00713,22340.68,Aaron Faulkner
371,Campaign 371,2023-09-27,2023-10-25,Instagram,Edwards|Hoover,86879 Carol Cove,North Evanton,MT,Montana,USA,25565,bryantmichelle@rocha.com,+941072187124451,Erika Owens,,40-60,Japan,5881,6546,3634,810,0.13773,45605.32,Melissa Haynes
372,Campaign 372,2023-12-12,2023-12-15,Email,Green|Blake,230 Brandon Bypass Apt. 679,New Melissa,TN,Tennessee,USA,37505,karenpayne@yahoo.com,+399882061459395,Dustin Ramirez,Female,40-60,LATAM,97247,5446,2871,40,0.00041,48979.54,Jesus Rivera
373,Campaign 373,2023-10-12,2023-11-10,Instagram,Walter Ltd,591 Gallegos Shore,East Jennifer,VT,Vermont,USA,67675,gravessusan@gonzalez.com,+4034303913,Sarah Warren,Female,18-40,USA,66525,9053,1150,441,0.00663,19243.94,Aaron Faulkner
374,Campaign 374,2023-04-01,2023-04-13,TikTok,Mitchell|Rojas,Unit 7421 Box 5134,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,johnathan43@hotmail.com,+12115886353,Benjamin Anthony,,60+,Canada,32144,2105,1305,678,0.02109,13186.51,Thomas Ryan
375,Campaign 375,2023-10-19,2023-10-26,TikTok,Salinas|Rodriguez|Bowman,04604 Davidson Underpass Apt. 439,Lake Tiffany,DC,District of Columbia,USA,35416,gutierrezjames@yahoo.com,+155494860860863,Laura Caldwell,Female,18-40,UK,85592,3214,4379,989,0.01155,4616.13,Thomas Ryan
376,Campaign 376,2023-10-17,2023-11-01,Email,Cunningham|Little,Unit 5043 Box 8770,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,christopher51@watson.net,+111329982486225,Stephanie Fernandez,,18-40,Japan,54512,5011,2068,746,0.01369,6916.23,Becky Brown
377,Campaign 377,2023-06-19,2023-07-19,YouTube,White Ltd,172 Angela Crescent Apt. 306,North Laura,HI,Hawaii,USA,69094,jeremy56@gmail.com,+3201853187395,Nathan Weber,,18-40,Europe,11895,3009,4583,550,0.04624,46614.15,Jesus Rivera
378,Campaign 378,2023-03-27,2023-04-09,Facebook,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,Male,18-40,Japan,45023,8833,1199,758,0.01684,9370.01,Thomas Ryan
379,Campaign 379,2023-11-19,2023-12-11,Facebook,Harmon Inc,3532 Carla Spurs Suite 631,East Susanside,VA,Virginia,USA,63110,steven77@miller.com,+1293472414472086,Heidi Black,Female,40-60,LATAM,55320,7773,3976,172,0.00311,7885.02,Kyle Serrano
380,Campaign 380,2023-09-13,2023-09-18,Email,Wall|Cruz,7470 Harris Roads Suite 137,Brookefort,MP,Northern Mariana Islands,USA,32507,davidponce@turner-copeland.com,+53982372697824,Robert Cruz,,40-60,Australia,12966,126,1740,954,0.07358,27597.6,Becky Brown
381,Campaign 381,2023-09-02,2023-09-26,Instagram,Walter Ltd,591 Gallegos Shore,East Jennifer,VT,Vermont,USA,67675,gravessusan@gonzalez.com,+4034303913,Sarah Warren,,40-60,UK,12461,9530,4701,958,0.07688,45228.81,Aaron Faulkner
382,Campaign 382,2023-10-13,2023-11-03,YouTube,Valentine|Dunn,723 Julia Burg,Bartonhaven,VT,Vermont,USA,86914,gharrington@yahoo.com,+5835472748,Nathan May,Female,40-60,Europe,85662,553,2491,36,0.00042,49271.9,Melissa Haynes
383,Campaign 383,2023-02-08,2023-03-01,Email,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,Male,40-60,Europe,76001,8906,4691,741,0.00975,23997.93,Michael Camacho
384,Campaign 384,2023-08-11,2023-08-24,Instagram,Weaver|Garner|Ramos,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,Kentucky,USA,52632,oscott@gmail.com,+4989787718501,Melinda Johnston,Male,40-60,USA,90070,5646,4905,115,0.00128,21483.36,Brandon Townsend Jr.
385,Campaign 385,2023-06-21,2023-07-18,Facebook,Lopez PLC,0806 Watson Drive Suite 662,Port Andrea,DE,Delaware,USA,42578,zmcintyre@bauer.info,+3724028579,Barbara Walker,,13-19,India,98221,1609,694,962,0.00979,33098.62,Lauren Riggs
